name,email,location,mobile
"Poultry, Deer and Other Livestock Farming",Dollars,H35,Surplus per employee count
"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio
"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio
"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity
"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets
"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies"
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H05,"Interest, dividends and donations"
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H07,Non-operating income
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H08,Total expenditure
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H09,Interest and donations
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H10,Indirect taxes
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H11,Depreciation
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H12,Salaries and wages paid
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H13,Redundancy and severance
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H19,Purchases and other operating expenses
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H20,Non-operating expenses
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H21,Opening stocks
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H22,Closing stocks
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H23,Surplus before income tax
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H24,Total assets
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H25,Current assets
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H26,Fixed tangible assets
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H29,Other assets
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H30,Total equity and liabilities
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H31,Shareholders funds or owners equity
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H32,Current liabilities
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H33,Other liabilities
"Poultry, Deer and Other Livestock Farming",Dollars,H34,Total income per employee count
"Poultry, Deer and Other Livestock Farming",Dollars,H35,Surplus per employee count
"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio
"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio
"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity
"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets
"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure
Forestry and Logging,Dollars (millions),H01,Total income
Forestry and Logging,Dollars (millions),H04,Sales of goods and services
Forestry and Logging,Dollars (millions),H05,"Interest, dividends and donations"
Forestry and Logging,Dollars (millions),H06,"Government funding, grants and subsidies"
Forestry and Logging,Dollars (millions),H07,Non-operating income
Forestry and Logging,Dollars (millions),H08,Total expenditure
Forestry and Logging,Dollars (millions),H09,Interest and donations
Forestry and Logging,Dollars (millions),H10,Indirect taxes
Forestry and Logging,Dollars (millions),H11,Depreciation
Forestry and Logging,Dollars (millions),H12,Salaries and wages paid
Forestry and Logging,Dollars (millions),H13,Redundancy and severance
Forestry and Logging,Dollars (millions),H19,Purchases and other operating expenses
Forestry and Logging,Dollars (millions),H20,Non-operating expenses
Forestry and Logging,Dollars (millions),H21,Opening stocks
Forestry and Logging,Dollars (millions),H22,Closing stocks
Forestry and Logging,Dollars (millions),H23,Surplus before income tax
Forestry and Logging,Dollars (millions),H24,Total assets
Forestry and Logging,Dollars (millions),H25,Current assets
Forestry and Logging,Dollars (millions),H26,Fixed tangible assets
Forestry and Logging,Dollars (millions),H29,Other assets
Forestry and Logging,Dollars (millions),H30,Total equity and liabilities
Forestry and Logging,Dollars (millions),H31,Shareholders funds or owners equity
Forestry and Logging,Dollars (millions),H32,Current liabilities
Forestry and Logging,Dollars (millions),H33,Other liabilities
Forestry and Logging,Dollars,H34,Total income per employee count
Forestry and Logging,Dollars,H35,Surplus per employee count
Forestry and Logging,Percentage,H36,Current ratio
Forestry and Logging,Percentage,H37,Quick ratio
Forestry and Logging,Percentage,H39,Return on equity
Forestry and Logging,Percentage,H40,Return on total assets
Forestry and Logging,Percentage,H41,Liabilities structure
Forestry and Logging,Dollars (millions),H01,Total income
Forestry and Logging,Dollars (millions),H04,Sales of goods and services
Forestry and Logging,Dollars (millions),H05,"Interest, dividends and donations"
Forestry and Logging,Dollars (millions),H06,"Government funding, grants and subsidies"
Forestry and Logging,Dollars (millions),H07,Non-operating income
Forestry and Logging,Dollars (millions),H08,Total expenditure
Forestry and Logging,Dollars (millions),H09,Interest and donations
Forestry and Logging,Dollars (millions),H10,Indirect taxes
Forestry and Logging,Dollars (millions),H11,Depreciation
Forestry and Logging,Dollars (millions),H12,Salaries and wages paid
Forestry and Logging,Dollars (millions),H13,Redundancy and severance
Forestry and Logging,Dollars (millions),H19,Purchases and other operating expenses
Forestry and Logging,Dollars (millions),H20,Non-operating expenses
Forestry and Logging,Dollars (millions),H21,Opening stocks
Forestry and Logging,Dollars (millions),H22,Closing stocks
Forestry and Logging,Dollars (millions),H23,Surplus before income tax
Forestry and Logging,Dollars (millions),H24,Total assets
Forestry and Logging,Dollars (millions),H25,Current assets
Forestry and Logging,Dollars (millions),H26,Fixed tangible assets
Forestry and Logging,Dollars (millions),H29,Other assets
Forestry and Logging,Dollars (millions),H30,Total equity and liabilities
Forestry and Logging,Dollars (millions),H31,Shareholders funds or owners equity
Forestry and Logging,Dollars (millions),H32,Current liabilities
Forestry and Logging,Dollars (millions),H33,Other liabilities
Forestry and Logging,Dollars,H34,Total income per employee count
Forestry and Logging,Dollars,H35,Surplus per employee count
Forestry and Logging,Percentage,H36,Current ratio
Forestry and Logging,Percentage,H37,Quick ratio
Forestry and Logging,Percentage,H39,Return on equity
Forestry and Logging,Percentage,H40,Return on total assets
Forestry and Logging,Percentage,H41,Liabilities structure
Fishing and Aquaculture,Dollars (millions),H01,Total income
Fishing and Aquaculture,Dollars (millions),H04,"Sales, government funding, grants and subsidies"
Fishing and Aquaculture,Dollars (millions),H05,"Interest, dividends and donations"
Fishing and Aquaculture,Dollars (millions),H07,Non-operating income
Fishing and Aquaculture,Dollars (millions),H08,Total expenditure
Fishing and Aquaculture,Dollars (millions),H09,Interest and donations
Fishing and Aquaculture,Dollars (millions),H10,Indirect taxes
Fishing and Aquaculture,Dollars (millions),H11,Depreciation
Fishing and Aquaculture,Dollars (millions),H12,Salaries and wages paid
Fishing and Aquaculture,Dollars (millions),H13,Redundancy and severance
Fishing and Aquaculture,Dollars (millions),H19,Purchases and other operating expenses
Fishing and Aquaculture,Dollars (millions),H20,Non-operating expenses
Fishing and Aquaculture,Dollars (millions),H21,Opening stocks
Fishing and Aquaculture,Dollars (millions),H22,Closing stocks
Fishing and Aquaculture,Dollars (millions),H23,Surplus before income tax
Fishing and Aquaculture,Dollars (millions),H24,Total assets
Fishing and Aquaculture,Dollars (millions),H25,Current assets
Fishing and Aquaculture,Dollars (millions),H26,Fixed tangible assets
Fishing and Aquaculture,Dollars (millions),H29,Other assets
Fishing and Aquaculture,Dollars (millions),H30,Total equity and liabilities
Fishing and Aquaculture,Dollars (millions),H31,Shareholders funds or owners equity
Fishing and Aquaculture,Dollars (millions),H32,Current liabilities
Fishing and Aquaculture,Dollars (millions),H33,Other liabilities
Fishing and Aquaculture,Dollars,H34,Total income per employee count
Fishing and Aquaculture,Dollars,H35,Surplus per employee count
Fishing and Aquaculture,Percentage,H36,Current ratio
Fishing and Aquaculture,Percentage,H37,Quick ratio
Fishing and Aquaculture,Percentage,H39,Return on equity
Fishing and Aquaculture,Percentage,H40,Return on total assets
Fishing and Aquaculture,Percentage,H41,Liabilities structure
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H01,Total income
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H04,Sales of goods and services
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H05,"Interest, dividends and donations"
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H06,"Government funding, grants and subsidies"
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H07,Non-operating income
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H08,Total expenditure
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H09,Interest and donations
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H10,Indirect taxes
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H11,Depreciation
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H12,Salaries and wages paid
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H13,Redundancy and severance
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H19,Purchases and other operating expenses
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H20,Non-operating expenses
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H21,Opening stocks
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H22,Closing stocks
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H23,Surplus before income tax
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H24,Total assets
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H25,Current assets
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H26,Fixed tangible assets
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H29,Other assets
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H30,Total equity and liabilities
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H31,Shareholders funds or owners equity
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H32,Current liabilities
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H33,Other liabilities
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars,H34,Total income per employee count
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars,H35,Surplus per employee count
"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H36,Current ratio
"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H37,Quick ratio
"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H39,Return on equity
"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H40,Return on total assets
"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H41,Liabilities structure
Mining,Dollars (millions),H01,Total income
Mining,Dollars (millions),H04,Sales of goods and services
Mining,Dollars (millions),H05,"Interest, dividends and donations"
Mining,Dollars (millions),H06,"Government funding, grants and subsidies"
Mining,Dollars (millions),H07,Non-operating income
Mining,Dollars (millions),H08,Total expenditure
Mining,Dollars (millions),H09,Interest and donations
Mining,Dollars (millions),H10,Indirect taxes
Mining,Dollars (millions),H11,Depreciation
